,Molecule,D0 (eV),pred,std
3946,ZnH,0.851,1.3330070647506713,0.12760648319853782
3947,ZnH,0.851,1.375152427769416,0.15173248044214555
3948,ZnH,0.851,1.4088247233846793,0.15865073613819916
3949,ZnH,0.851,1.4118610598056207,0.16222854526752808
3950,ZnH,0.851,1.3787444669291733,0.16514669407724472
3951,ZnH,0.851,2.430280977645674,0.2915738290307539
3952,ZnH,0.851,1.271281293770273,0.13554735845159727
3953,ZnH,0.851,1.2394189050065068,0.10808561079715066
3954,ZnH,0.851,1.3611742257737736,0.15085924782253318
3955,ZnH,0.851,1.3134773828491866,0.1506563443646211
3956,ZnH,0.851,1.1577376945949167,0.11086030285008713
3957,ZnH,0.851,2.426043440491929,0.3496191537112354
3958,ZnH,0.851,1.2881498474880035,0.1423169993982628
3959,ZnH,0.851,1.3610543370049955,0.14018048192652602
3960,ZnH,0.851,1.4071904666898498,0.1660988781421307
3961,ZnH,0.851,1.3737784872503411,0.15672967575225294
3962,ZnH,0.851,1.3757582248205258,0.15577643089828577
3963,ZnH,0.851,1.391480633599283,0.16029137051463863
3964,ZnH,0.851,1.4309083910123692,0.16133821903127127
3965,ZnH,0.851,2.4477497488163236,0.3663338027118573
3966,ZnH,0.851,1.371983990068,0.14859556765838605
3967,ZnH,0.851,1.3678283456118911,0.15297343208338712
3968,ZnH,0.851,1.3258703350610614,0.15212625707925131
3969,ZnH,0.851,1.3594339505376474,0.15155177426524827
3970,ZnH,0.851,1.346928039722894,0.14579922492225805
3971,ZnH,0.851,1.170101163240028,0.10699688594977534
3972,ZnH,0.851,1.3781894528606937,0.15783162845265103
3973,ZnH,0.851,1.3353339110424378,0.15367103494583403
3974,ZnH,0.851,1.3476527561069989,0.14788986209881888
3975,ZnH,0.851,2.442377439440213,0.3292104437242862
3976,ZnH,0.851,1.4302971590759481,0.16007050500365347
3977,ZnH,0.851,2.41232843796805,0.3224935409102092
3978,ZnH,0.851,1.3566668171439669,0.13958995547017317
3979,ZnH,0.851,2.3881264253496415,0.2892652791999279
3980,ZnH,0.851,1.2984670616682001,0.15130649523020445
3981,ZnH,0.851,1.301887921480561,0.13679325091460479
3982,ZnH,0.851,1.3934848787361163,0.161773931432904
3983,ZnH,0.851,1.4111278236028373,0.15406343900053365
3984,ZnH,0.851,1.2251148137045544,0.10629376117259665
3985,ZnH,0.851,1.3695392683585903,0.15309374210317528
3986,ZnH,0.851,1.2758388722061198,0.13698833575095476
3987,ZnH,0.851,1.3476113463122052,0.14877685287059822
3988,ZnH,0.851,1.2995903828230753,0.1468886963709217
3989,ZnH,0.851,1.3827779033383727,0.1566350869213272
3990,ZnH,0.851,1.2568232701200956,0.1186684688382644
3991,ZnH,0.851,1.219297454662377,0.11181597279125532
3992,ZnH,0.851,1.2872175352463664,0.1111012627034475
3993,ZnH,0.851,1.232638287339597,0.10759463152385669
3994,ZnH,0.851,1.4061072741890541,0.1722690719343821
3995,ZnH,0.851,1.3711575510791039,0.15312796969700007
3996,ZnH,0.851,1.3434069911645898,0.13875563343155545
3997,ZnH,0.851,1.2541131181092098,0.1044990380522769
3998,ZnH,0.851,1.3632362419344308,0.1507114380677779
3999,ZnH,0.851,1.391738481001531,0.1587800517872056
4000,ZnH,0.851,1.2360597291976108,0.12506599768926846
4001,ZnH,0.851,1.350662646714909,0.13766728700459666
4002,ZnH,0.851,1.2280388739182084,0.12189593544907258
4003,ZnH,0.851,1.3466409177792737,0.1390215661420492
4004,ZnH,0.851,1.3962440242232583,0.15830963572367912
4005,ZnH,0.851,1.361950806832382,0.14276488420011485
4006,ZnH,0.851,1.3592589072963774,0.14808060887606658
4007,ZnH,0.851,1.382647076801791,0.15875092823023984
4008,ZnH,0.851,1.2291157436942461,0.10146653814358522
4009,ZnH,0.851,1.3741962908129115,0.15827488822507452
4010,ZnH,0.851,1.3683320821181013,0.15494954238503858
4011,ZnH,0.851,1.3512977137901796,0.14927745173010928
4012,ZnH,0.851,1.3620310583165987,0.15757701929752546
4013,ZnH,0.851,2.42633933662498,0.3144930063941372
4014,ZnH,0.851,1.353982314576534,0.13948435353150218
4015,ZnH,0.851,2.4312984458785563,0.31794475638548275
4016,ZnH,0.851,1.479941126424011,0.1760730014002425
4017,ZnH,0.851,1.1913257197540983,0.1128743761021044
4018,ZnH,0.851,1.4515519759836186,0.16473289441467434
4019,ZnH,0.851,1.3965742850638936,0.15981799325801518
4020,ZnH,0.851,1.3697244118570953,0.1628843866243454
4021,ZnH,0.851,1.2595885562708822,0.1436453949387338
4022,ZnH,0.851,1.3650388860717448,0.1392121744800545
4023,ZnH,0.851,1.2312672005459067,0.10690102618830549
4024,ZnH,0.851,1.45509511386919,0.16839273814662578
4025,ZnH,0.851,1.4475661925339232,0.17428961272418378
4026,ZnH,0.851,1.3565642827616056,0.15220414925863648
4027,ZnH,0.851,1.3876289884103443,0.1539934895393889
4028,ZnH,0.851,1.3562053121542423,0.14617382554461958
4029,ZnH,0.851,1.2867596069465874,0.12127380068431093
4030,ZnH,0.851,1.2945709054831287,0.1452378067998572
4031,ZnH,0.851,1.3577010646211893,0.15151477830606463
4032,ZnH,0.851,1.3292784272678362,0.12086694814104029
4033,ZnH,0.851,1.2293673635896547,0.11049013933391143
4034,ZnH,0.851,1.373824695283071,0.15314919812792152
4035,ZnH,0.851,1.2839752818995505,0.14412584052948602
4036,ZnH,0.851,1.3480558865687717,0.15798618275086945
4037,ZnH,0.851,1.3458266328647501,0.15658186594233234
4038,ZnH,0.851,2.414252090849588,0.32227779161774783
4039,ZnH,0.851,1.1671732747296208,0.1051686648748146
4040,ZnH,0.851,1.3685946793682882,0.14036201903950146
4041,ZnH,0.851,1.2308775252415156,0.12177264152491293
4042,ZnH,0.851,1.344420491818302,0.14460403470367328
4043,ZnH,0.851,1.4268474240354323,0.16473076937841966
4044,ZnH,0.851,2.405952452099663,0.31621348723783876
4045,GaH,2.84,2.205238655466857,0.2670916741267293
4046,GaH,2.84,1.9488809267239118,0.23900850903159224
4047,GaH,2.84,1.9613751692717332,0.2605144704449713
4048,GaH,2.84,1.9618652043334885,0.2591333751024762
4049,GaH,2.84,1.9688024844400343,0.25391932461376876
4050,GaH,2.84,1.9686147258529836,0.2594349844009234
4051,GaH,2.84,1.9729488247238203,0.245998718696654
4052,GaH,2.84,1.8859738597037787,0.23289447582835668
4053,GaH,2.84,1.9917762117309505,0.2545399927939436
4054,GaH,2.84,1.9717449268203864,0.23993832869122336
4055,GaH,2.84,1.9313785641916248,0.25790134704375695
4056,GaH,2.84,1.9809523633943036,0.2533719570233667
4057,GaH,2.84,1.9842697463103318,0.2384176873051136
4058,GaH,2.84,2.8429947006031355,0.3580345465230632
4059,GaH,2.84,1.6487357144934143,0.22250689619273767
4060,GaH,2.84,1.952659892827625,0.23927210889890374
4061,GaH,2.84,1.9769863573018178,0.2631457174251331
4062,GaH,2.84,1.9531575377812926,0.26637828364768557
4063,GaH,2.84,1.9678602982661615,0.24981472057671172
4064,GaH,2.84,2.153082222136254,0.29354174395479843
4065,GaH,2.84,1.956658371235519,0.22283629331175156
4066,GaH,2.84,1.9448400490567024,0.25112861241201834
4067,GaH,2.84,1.9452941692326868,0.23812034804590307
4068,GaH,2.84,1.938532066280235,0.2117270466780532
4069,GaH,2.84,1.9596954813810135,0.24015046024570047
4070,GaH,2.84,1.9080255956561485,0.26133138978333115
4071,GaH,2.84,1.8823510980133769,0.2303014756421644
4072,GaH,2.84,1.6503465640331993,0.23621786283216908
4073,GaH,2.84,1.9903110038312612,0.2586186977295476
4074,GaH,2.84,2.1653968420608876,0.2568519398347635
4075,GaH,2.84,1.7147640792671668,0.24460397299109377
4076,GaH,2.84,1.9633276964739461,0.24979739115147234
4077,GaH,2.84,1.9649271305519003,0.23216565491623029
4078,GaH,2.84,1.7000804660716562,0.2427178615601505
4079,GaH,2.84,1.9641117066832143,0.2451704128240901
4080,GaH,2.84,1.954052272271159,0.23051440326250994
4081,GaH,2.84,1.9757440253430985,0.24328623596179777
4082,GaH,2.84,1.8768263562460734,0.21357077864383756
4083,GaH,2.84,1.9752161395824481,0.2616960894800279
4084,GaH,2.84,1.9753454355831992,0.26840819872752897
4085,GaH,2.84,1.965342182217279,0.24508349159387166
4086,GaH,2.84,1.982941861911956,0.2594118872929334
4087,GaH,2.84,1.9614240369309646,0.2429754164706782
4088,GaH,2.84,1.7228104516576304,0.24646729368055056
4089,GaH,2.84,1.6395671885783158,0.23138770980385176
4090,GaH,2.84,1.6141159982317395,0.1983805015450875
4091,GaH,2.84,2.202715884024382,0.2734830827532426
4092,GaH,2.84,1.9635975513929576,0.26061451933036556
4093,GaH,2.84,1.9606960916891982,0.24019909000467077
4094,GaH,2.84,2.1853157376875294,0.28561372465299767
4095,GaH,2.84,2.1423324309692435,0.2872771328759723
4096,GaH,2.84,1.98179976931409,0.26470167131182976
4097,GaH,2.84,1.9726046383642497,0.25381852663738236
4098,GaH,2.84,2.84590434024727,0.3426230485961778
4099,GaH,2.84,1.9713256991414834,0.25346440242591883
4100,GaH,2.84,2.2145330762063966,0.28057427951902275
4101,GaH,2.84,1.9043323506207093,0.26188563225404243
4102,GaH,2.84,1.954138298799592,0.24439069112992864
4103,GaH,2.84,1.9703968569744688,0.24517179575472564
4104,GaH,2.84,1.9654051541876665,0.2558140722569857
4105,GaH,2.84,2.8763884615405053,0.3633901751857401
4106,GaH,2.84,1.9614489521211118,0.2543634092013278
4107,GaH,2.84,1.9661087589040904,0.24387996804292808
4108,GaH,2.84,1.8633300414698937,0.25979549701453675
4109,GaH,2.84,1.9698881825930306,0.24269617038791488
4110,GaH,2.84,1.966972597514272,0.2296117026562329
4111,GaH,2.84,1.9391335287174576,0.2389972286499699
4112,GaH,2.84,1.9908450271455655,0.26430598662392285
4113,GaH,2.84,1.6468793397927377,0.2341099104739835
4114,GaH,2.84,1.8982367560626456,0.2435836547626675
4115,GaH,2.84,1.965957917614462,0.2636667413176321
4116,GaH,2.84,1.9688473396282393,0.258929046526401
4117,GaH,2.84,2.166038587706392,0.2667781397804735
4118,GaH,2.84,1.9762104166943018,0.26192288155598387
4119,GaH,2.84,1.9770292572593122,0.2561880537982924
4120,GaH,2.84,1.8876244605036834,0.24533046288184795
4121,GaH,2.84,1.9603202916517422,0.2523680512056691
4122,GaH,2.84,2.01931951204215,0.26808242468298255
4123,GaH,2.84,1.9478249364644786,0.2634954783963644
4124,GaH,2.84,2.226232653494204,0.29435325072292756
4125,GaH,2.84,1.9630558995856644,0.2570412200940315
4126,GaH,2.84,2.196698757683837,0.26073894878730364
4127,GaH,2.84,1.975721966013808,0.23746812557036365
4128,GaH,2.84,1.9778474241919213,0.25814227307047355
4129,GaH,2.84,1.997840521517123,0.23021888342668023
4130,GaH,2.84,1.9605794283528706,0.2282871132656946
4131,GaH,2.84,1.9592078030518687,0.24260068537679852
4132,GaH,2.84,1.9892824104164464,0.2654362030974229
4133,GaH,2.84,1.97986091531813,0.2533738848772236
4134,GaH,2.84,2.2135968784826168,0.28526546254178853
4135,GaH,2.84,1.9577604849715748,0.22257171500061698
4136,GaH,2.84,1.9647327587196448,0.23105832017192132
4137,GaH,2.84,1.9778670263308533,0.25628319899047813
4138,GaH,2.84,1.9687375178021234,0.25745569282522307
4139,GaH,2.84,1.8378634867061,0.22390565397306067
4140,GaH,2.84,1.71854952613704,0.24409456692925843
4141,GaH,2.84,1.889622806168148,0.23456804739491094
4142,GaH,2.84,1.9648994283813253,0.24826042832980563
4143,GaH,2.84,1.9611091067917106,0.23846019996491247
4144,GaH,2.84,1.9543226037826569,0.26432789909704935
4145,GaH,2.84,1.9565189314807923,0.24700352878348586
4146,GaH,2.84,1.9719293127976396,0.25389520291590945
4147,GaH,2.84,1.961133139233574,0.23733914921958083
4148,GaH,2.84,1.7039885951245575,0.22442167139679883
4149,GaH,2.84,1.979455782551975,0.2540442285425094
4150,GaH,2.84,1.8691605459335014,0.24139601403298513
4151,GaH,2.84,1.8936511002144742,0.24581146965021405
4152,GaH,2.84,1.9620390554534624,0.24042462321719396
4153,GaH,2.84,1.9958111572572124,0.26172817950428034
4154,GaH,2.84,1.9603979430893588,0.23137277710958082
4155,GaH,2.84,1.9653290537899712,0.2609004524105404
4156,GaH,2.84,1.9301382624416417,0.24319696797711363
4157,GaH,2.84,1.969582507462935,0.2431650163836132
4158,GaH,2.84,1.721691997784512,0.24652536327343033
4159,GaH,2.84,1.9376332170515993,0.24833371728982015
4160,GaH,2.84,1.726377252912902,0.23696338339469225
4161,GaH,2.84,1.6825316847676053,0.19302088168067105
4162,GaH,2.84,2.1637918504198943,0.29297414355247253
4163,GaH,2.84,1.9610479056055419,0.21315359883105753
4164,GaH,2.84,1.966044561096231,0.24742724675593528
4165,GaH,2.84,1.9629971003801916,0.23307992479115697
4166,GaH,2.84,1.9542288763315252,0.25698318057442837
4167,GaH,2.84,1.8933235380504156,0.22696587763309178
4168,GaH,2.84,1.9081136632012305,0.2514948244207148
4169,GaH,2.84,1.9569294233901977,0.224303587600047
4170,GaH,2.84,1.6606461499382776,0.24021923677257243
4171,GaH,2.84,1.980423123237507,0.26319301250796895
4172,GaH,2.84,1.8868395248021794,0.24503549810229433
4173,GaH,2.84,1.9942336615706997,0.26404503038906774
4174,GaH,2.84,1.9507030374644294,0.2687728470034296
4175,GaH,2.84,1.9674746924477058,0.23609588806985218
4176,GaH,2.84,2.208508943858269,0.28145823893260946
4177,GaH,2.84,1.9824644665006916,0.23484671357288403
4178,GaH,2.84,1.9647084699124173,0.258801223293333
4179,GaH,2.84,1.9374405619623871,0.2531539997180927
4180,GaH,2.84,1.9700669826636008,0.24735068046608238
4181,GaH,2.84,1.7097935216046598,0.2237033413568394
4182,GaH,2.84,1.94898963736238,0.25481353493166936
4183,GaH,2.84,1.960664086152424,0.24668272021172125
4184,GaH,2.84,2.2219627207985706,0.28884582621179844
4185,GaH,2.84,1.975121820297403,0.2576170163753072
4186,GaH,2.84,1.9747024061621645,0.25907285648995376
4187,GaH,2.84,1.8937960352844325,0.2379411580635383
4188,GaH,2.84,2.2611847667945733,0.2991624272095657
4189,GaH,2.84,1.9601998828696314,0.2624701795143709
4190,GaH,2.84,1.9639057530865776,0.25632482813385343
4191,GaH,2.84,1.9719500647224197,0.26403289215236975
4192,GaH,2.84,2.175627207342104,0.2634749084730945
4193,GaH,2.84,1.9619094849997392,0.23155293736641336
4194,GaH,2.84,1.9788208132317595,0.25674251874087584
4195,GaH,2.84,1.9628383424701321,0.23259237791065784
4196,GaH,2.84,1.854524811381589,0.2591856127120224
4197,GaH,2.84,1.973343083697883,0.24333409955904411
4198,GaH,2.84,1.9737507821225388,0.2580060389884316
4199,O2,5.1156,4.090595797234988,0.5236033386695494
4200,O2,5.1156,4.069455321457322,0.5287056756459846
4201,O2,5.1156,4.049953937520481,0.580008912502017
4202,O2,5.1156,4.07318938085529,0.49627910499740324
4203,O2,5.1156,4.114196072678967,0.5995970024787844
4204,O2,5.1156,4.062587239769192,0.5148605459352336
4205,O2,5.1156,4.128901749176009,0.5982163359964366
4206,O2,5.1156,4.0537383602458235,0.4862641925320713
4207,O2,5.1156,3.9750459944983056,0.4826931017568793
4208,O2,5.1156,4.121242850064548,0.5437074868733666
4209,O2,5.1156,4.107094205648257,0.5573209694439009
4210,O2,5.1156,4.1131609598409185,0.5720785528461177
4211,O2,5.1156,4.096530186019395,0.5398619120558555
4212,O2,5.1156,4.0972867813229055,0.5522126822696353
4213,O2,5.1156,4.133360774348567,0.5928250841319558
4214,O2,5.1156,4.19962970593158,0.5249810674736992
4215,O2,5.1156,4.1214022556452585,0.4972535485947984
4216,O2,5.1156,4.087555096438617,0.5019356136361193
4217,O2,5.1156,4.094192002345873,0.5645246050807438
4218,O2,5.1156,4.430587340254388,0.6734550740931831
4219,O2,5.1156,4.115034141009603,0.5536513445470136
4220,O2,5.1156,4.141806251826339,0.5804260429641828
4221,O2,5.1156,4.036074469865506,0.5039267764463492
4222,O2,5.1156,5.001234078489263,0.7417721851092802
4223,O2,5.1156,4.126625463060864,0.5937251854648299
4224,O2,5.1156,4.158617783226688,0.5162298627984027
4225,O2,5.1156,4.109959162876516,0.5747420203992212
4226,O2,5.1156,4.186269118845173,0.5977831099279286
4227,O2,5.1156,4.151328862097654,0.5911377726185675
4228,O2,5.1156,4.010533141443135,0.4382468283901907
4229,O2,5.1156,4.140031438642895,0.5781740694357609
4230,O2,5.1156,4.098948860885593,0.4756561873675573
4231,O2,5.1156,4.194944935838761,0.5952808061537425
4232,O2,5.1156,4.113349540185432,0.5875126031587071
4233,O2,5.1156,4.056340095215913,0.5851955825504856
4234,O2,5.1156,4.233634905145938,0.5990295503450583
4235,O2,5.1156,4.156654759784094,0.5660495039728533
4236,O2,5.1156,4.2057857317922265,0.5475054272922202
4237,O2,5.1156,4.003913236860463,0.5047045321545166
4238,O2,5.1156,4.7925531894379585,0.5865087605067253
4239,MnH,2.5,2.583264241950435,0.3211549831578186
4240,MnH,2.5,2.561816142536338,0.3142899148451627
4241,MnH,2.5,2.578400435753249,0.35637521381247683
4242,MnH,2.5,2.5867454533446166,0.35240053928304516
4243,MnH,2.5,2.59048650994121,0.33692163582115514
4244,MnH,2.5,2.5913597219588587,0.38711666182896176
4245,MnH,2.5,2.5892834267198483,0.37184188840161475
4246,MnH,2.5,2.640399833271945,0.36269862665527514
4247,MnH,2.5,2.576191005341573,0.37250188929721084
4248,MnH,2.5,2.595901401288922,0.35123990938714045
4249,MnH,2.5,2.560644229722937,0.36966499047202556
4250,MnH,2.5,2.5578748035984695,0.3681001027259117
4251,MnH,2.5,2.585314651613861,0.3563846905704377
4252,MnH,2.5,2.539406035690806,0.35797793585433535
4253,MnH,2.5,2.6444325238772266,0.35319938524131383
4254,MnH,2.5,2.6285961707671737,0.3779806304100768
4255,MnH,2.5,2.596778258691014,0.36423384079955906
4256,MnH,2.5,2.5768651105817595,0.32632296556662443
4257,MnH,2.5,2.5720467951885566,0.36768438386798236
4258,MnH,2.5,2.584352008225782,0.31846339066403934
4259,MnH,2.5,2.586608198592378,0.3536417685379847
4260,MnH,2.5,2.568410023831763,0.30959217250252274
4261,MnH,2.5,2.596490620149164,0.32570597142488117
4262,MnH,2.5,2.6151578710224386,0.37350462176893245
4263,MnH,2.5,2.574332914793718,0.37022243656516496
4264,MnH,2.5,2.592795807973184,0.37060239717955556
4265,MnH,2.5,2.5642489598220934,0.36286545244610785
4266,MnH,2.5,2.589886777940822,0.3254052640598811
4267,MnH,2.5,2.594564416021869,0.3586946923279994
4268,MnH,2.5,2.5759080148923523,0.36942923797155713
4269,MnH,2.5,2.582968063746884,0.32567288370441005
4270,MnH,2.5,2.567872624772908,0.3615684785516938
4271,MnH,2.5,2.6258846243818232,0.3472074972598223
4272,MnH,2.5,2.5976328438187717,0.3173165592112366
4273,MnH,2.5,2.613109755120209,0.3557946561905751
4274,MnH,2.5,2.602384077433345,0.3150461675200436
4275,MnH,2.5,2.6236706219919625,0.3517730231596623
4276,MnH,2.5,2.588568746205516,0.3684138434324795
4277,MnH,2.5,2.6442277109910206,0.37685044392109895
4278,MnH,2.5,2.5690864525479373,0.310538314945515
4279,MnH,2.5,2.5864308205820197,0.3489818793313199
4280,MnH,2.5,2.5981171875703852,0.3337276060247345
4281,MnH,2.5,2.5743718753966824,0.36630685110586225
4282,MnH,2.5,2.5756603471386263,0.35679216530824626
4283,MnH,2.5,2.600215278905883,0.37284542099999823
4284,MnH,2.5,2.606489793042454,0.37541080675632293
4285,MnH,2.5,2.6196963835173848,0.3760674033379178
4286,MnH,2.5,2.540289334790551,0.3010278467829861
4287,MnH,2.5,2.632964889062211,0.37546391885337005
4288,MnH,2.5,2.553754488706513,0.32220178315855946
4289,MnH,2.5,2.5730619150473006,0.34196726688352946
4290,MnH,2.5,2.5728065940990406,0.3722811860380189
4291,MnH,2.5,2.604069398227082,0.3565526094964998
4292,MnH,2.5,2.576915345881927,0.36424837751238553
4293,MnH,2.5,2.555156373467933,0.36538000643429774
4294,MnH,2.5,2.5827131275621156,0.315475906715178
4295,MnH,2.5,2.5550880189500873,0.3477528346912846
4296,MnH,2.5,2.552598479957291,0.3666781782013613
4297,MnH,2.5,2.6111619726212383,0.35595960796769305
4298,MnH,2.5,2.577864969742091,0.36930968733171066
4299,MnH,2.5,2.608377994676501,0.3522224391622282
4300,MnH,2.5,2.5725095568035767,0.3647074718092895
4301,MnH,2.5,2.541304651812725,0.3605136125745335
4302,MnH,2.5,2.5641614592071047,0.36392458766981073
4303,MnH,2.5,2.6318715281230443,0.32496246680750424
4304,MnH,2.5,2.574669322746845,0.3640695452169838
4305,MnH,2.5,2.5583504567756425,0.35834096019011397
4306,MnH,2.5,2.5820943094030313,0.30824266573760883
4307,MnH,2.5,2.534904357331313,0.3594971749948605
4308,MnH,2.5,2.5650136938007715,0.3671359527317879
4309,MnH,2.5,2.603410214802176,0.37339300144452786
4310,MnH,2.5,2.572422353548071,0.3776664798656824
4311,MnH,2.5,2.5782898548354893,0.3708288729095946
4312,MnH,2.5,2.608562093720645,0.36018148028219815
4313,MnH,2.5,2.559736837485727,0.36532986153654506
4314,MnH,2.5,2.5851794203299043,0.3751474219204406
4315,MnH,2.5,2.6025041176263572,0.37435557181560386
4316,BeD,2.066,2.0582018261333785,0.1442838154042007
4317,BeD,2.066,2.0657125402263277,0.1464073056315591
4318,BeD,2.066,2.0675186743138023,0.14718178530992382
4319,BeD,2.066,2.0599121324792393,0.13663878932579532
4320,BeD,2.066,2.0498238325735336,0.1435016121890175
4321,BeD,2.066,2.0583962848164896,0.1374684720959694
4322,BeD,2.066,2.065084178873452,0.14908370168155002
4323,BeD,2.066,2.0756573284095245,0.05958291294401379
4324,BeD,2.066,2.079294414695571,0.06693891378724075
4325,BeD,2.066,2.0681929830778505,0.151356704456121
4326,BeD,2.066,2.0787475593283187,0.06598045018064393
4327,BeD,2.066,2.0734356630966215,0.055485157403138065
4328,BeD,2.066,2.062842461672272,0.152070536139557
4329,BeD,2.066,2.0438098499199784,0.14362018863396547
4330,BeD,2.066,2.064774667061287,0.15313166556723148
4331,BeD,2.066,2.05606845883551,0.1401427098315008
4332,BeD,2.066,2.068070716867625,0.14350287581298077
4333,BeD,2.066,2.0663993826316234,0.16112778803805958
4334,BeD,2.066,2.073899803191834,0.059117081960903116
4335,BeD,2.066,2.079187776030525,0.06723109577629006
4336,BeD,2.066,2.0746926933405883,0.051286067661009675
4337,BeD,2.066,2.0619246668430495,0.16116444144640513
4338,BeD,2.066,2.065419554264406,0.15128949774274364
4339,BeD,2.066,2.0622223104986905,0.14264520899566194
4340,BeD,2.066,2.0603523679039903,0.16350828972081724
4341,BeD,2.066,2.0584556699308902,0.1624858556022908
4342,BeD,2.066,2.0597169391601904,0.15123417533190056
4343,BeD,2.066,2.0807702160143298,0.06361935515048274
4344,BeD,2.066,2.062319160018041,0.15635865466333115
4345,BeD,2.066,2.0745421466234153,0.059740703191447794
4346,BeD,2.066,2.0737103378913977,0.06025987271259736
4347,BeD,2.066,2.0488613150900874,0.1470474944123843
4348,BeD,2.066,2.069283883432923,0.13569317866039748
4349,BeD,2.066,2.065194648803562,0.1559819432380179
4350,BeD,2.066,2.059462832090977,0.15508836138856688
4351,BeD,2.066,2.064156723844971,0.14951374758130648
4352,BeD,2.066,2.061061518619322,0.15793629370004608
4353,BeD,2.066,2.0600029300835763,0.1567472298221902
4354,BeD,2.066,2.0555426897699713,0.15033161006532697
4355,BeD,2.066,2.045448178962002,0.15188145686071666
4356,BeD,2.066,2.0639530639026358,0.16102844825131565
4357,BeD,2.066,2.0632915256763287,0.1458944497359279
4358,BeD,2.066,2.0593011703745314,0.14090914374518185
4359,BeD,2.066,2.0649436437273856,0.1482221925951358
4360,BeD,2.066,2.075039519285466,0.05898058940779445
4361,BeD,2.066,2.0610226142102146,0.15886105104789294
4362,BeD,2.066,2.0607149051620834,0.14991399033662373
4363,BeD,2.066,2.0557115850271193,0.14161294961277962
4364,BeD,2.066,2.064725832192162,0.14670240568764942
4365,BeD,2.066,2.0729842133323086,0.060100041273822964
4366,BeD,2.066,2.061566617864923,0.1474371355378113
4367,BeD,2.066,2.079672474902342,0.06417220071952341
4368,BeD,2.066,2.075128431906919,0.05936565930357959
4369,BeD,2.066,2.064091165167588,0.15258967294840015
4370,BeD,2.066,2.067107643939192,0.1416369824483588
4371,BeD,2.066,2.0789927474179897,0.06719796805629806
4372,BeD,2.066,2.0598162373200055,0.15070575149893478
4373,BeD,2.066,2.0699378531521098,0.14081127153850181
4374,BeD,2.066,2.061896677911527,0.15346590437937552
4375,BeD,2.066,2.0558289068303868,0.16130100334234326
4376,BeD,2.066,2.0594009399373943,0.16194984368934928
4377,BeD,2.066,2.063563459023734,0.15346486227776865
4378,BeD,2.066,2.036635111656677,0.14312935655519463
4379,BeD,2.066,2.0494775246830477,0.1403895671394831
4380,BeD,2.066,2.0798619667009293,0.06201303131294362
4381,BeD,2.066,2.0555690471984076,0.1538246423185127
4382,BeD,2.066,2.0584258496009125,0.14982701323905176
4383,BeD,2.066,2.0778697163779523,0.0639741006792116
4384,BeD,2.066,2.0807774649834068,0.06728658642803473
4385,BeD,2.066,2.0761309656199063,0.05585509868045085
4386,BeD,2.066,2.074246410942677,0.061082430191273046
4387,BeD,2.066,2.0415201126211064,0.13829058717872214
4388,BeD,2.066,2.0618667232604064,0.15428100572182693
4389,BeD,2.066,2.0764681018087643,0.06078504650661476
4390,BeD,2.066,2.0751296699302797,0.05876564468468188
4391,BeD,2.066,2.053560076828987,0.14267349289771789
4392,BeD,2.066,2.0627072175529197,0.15480371812639232
4393,BeD,2.066,2.0638613651590485,0.15199492543015372
4394,BeD,2.066,2.063644383326957,0.1632852956313879
4395,BeD,2.066,2.055811335405769,0.14470305167625605
4396,BeD,2.066,2.0616463311013695,0.15044922745540462
4397,BeD,2.066,2.0678464237635343,0.14869016836166254
4398,BeD,2.066,2.0613145312398173,0.15474137968858595
4399,BeD,2.066,2.0766069852771527,0.0565595753085744
4400,BeD,2.066,2.0630690746108935,0.15569412254762752
4401,BeD,2.066,2.0473660156433446,0.1433981676259184
4402,BeD,2.066,2.080895117683194,0.06353597346269167
4403,BeD,2.066,2.0566147148833127,0.14981024378280097
4404,BeD,2.066,2.0616995470746833,0.15598710230869936
4405,BeD,2.066,2.0660222804558694,0.14459529165441826
4406,BeD,2.066,2.0437767324522533,0.17964737674704068
4407,BeD,2.066,2.067537980389594,0.15322537739995454
4408,BeD,2.066,2.0637754196051903,0.13953328775349028
4409,BeD,2.066,2.0535300000201073,0.13941411822371647
4410,BeD,2.066,2.0632247192671347,0.1586284846006188
4411,BeD,2.066,2.044436624971722,0.17384397418823833
4412,BeD,2.066,2.0575567140887845,0.16626259274124225
4413,BeD,2.066,2.0628670896965042,0.15013023082342739
4414,BeD,2.066,2.0651745582139753,0.1432130185237447
4415,BeD,2.066,2.063882481106162,0.15500670245426018
4416,BeD,2.066,2.0725761871642314,0.062210345795880306
4417,BeD,2.066,2.0563491382342516,0.16777201833802408
4418,BeD,2.066,2.0621362179895253,0.1489059477320746
4419,BeD,2.066,2.0770047463466894,0.05797352470169045
4420,BeD,2.066,2.0705391523168943,0.14296505051268957
4421,BeD,2.066,2.0673555555151895,0.14586139074196963
4422,BeD,2.066,2.049877391188826,0.134712760239046
4423,BeD,2.066,2.0528940507260325,0.17588509248601647
4424,BeD,2.066,2.0561080918776917,0.13410899973391516
4425,BeD,2.066,2.077989404113222,0.06703910973104753
4426,BeD,2.066,2.0797787915592996,0.06633411278868294
4427,BeD,2.066,2.070980999076303,0.14304029269496413
4428,MgH,1.34,1.4852649491997558,0.15266685652408918
4429,MgH,1.34,1.479771398337008,0.13741909823461365
4430,MgH,1.34,1.4630705366438916,0.12469843498284361
